container_id,workload_mi,state_size_mb,ram_requirement_mb
172,188039.0,819.0,2546.0
173,48248.0,38.0,266.0
174,45154.0,318.0,601.0
175,114018.0,4199.0,4096.0
176,6645.0,100.0,326.0
177,18232.0,146.0,311.0
178,276305.0,1101.0,2679.0
179,7094.0,87.0,287.0
180,69782.0,551.0,1113.0
181,196840.0,4359.0,7202.0
182,11897.0,150.0,847.0
183,17288.0,410.0,768.0
184,30052.0,147.0,422.0
185,60559.0,435.0,1745.0
186,28443.0,18.0,152.0
187,184450.0,1052.0,2513.0
188,177219.0,1491.0,7259.0
189,45170.0,165.0,237.0
190,130762.0,354.0,551.0
191,19476.0,44.0,188.0
192,43748.0,52.0,490.0
193,17997.0,305.0,1978.0
194,169978.0,2701.0,2135.0
195,199160.0,707.0,1516.0
196,358022.0,1133.0,1397.0
197,17254.0,13.0,466.0
198,24822.0,52.0,67.0
199,20240.0,84.0,102.0
200,55402.0,285.0,900.0
201,27551.0,335.0,1241.0
202,140585.0,393.0,1075.0
203,86424.0,348.0,1938.0
204,8726.0,125.0,198.0
205,25438.0,47.0,279.0
206,141561.0,4797.0,4380.0
207,75578.0,380.0,822.0
208,17116.0,20.0,260.0
209,27336.0,123.0,234.0
210,92166.0,341.0,1027.0
211,27297.0,141.0,274.0
212,61390.0,1311.0,2014.0
213,17247.0,122.0,244.0
214,11157.0,191.0,278.0
215,63087.0,338.0,1639.0
216,21384.0,86.0,112.0
217,222266.0,755.0,1103.0
218,44337.0,594.0,1888.0
219,133371.0,2893.0,3877.0
220,22469.0,23.0,79.0
221,169301.0,3980.0,2329.0
222,19360.0,167.0,115.0
223,26101.0,104.0,615.0
224,16847.0,47.0,151.0
225,97294.0,3158.0,6744.0
226,242328.0,616.0,1854.0
227,6098.0,175.0,109.0
228,77821.0,2536.0,7596.0
229,51423.0,1211.0,2531.0
230,15434.0,60.0,118.0
231,249020.0,534.0,1843.0
232,22504.0,5.0,167.0
233,30107.0,183.0,850.0
234,140998.0,928.0,1090.0
235,22623.0,34.0,483.0
236,24018.0,13.0,154.0
237,71894.0,320.0,1856.0
238,12517.0,198.0,193.0
239,25459.0,27.0,258.0
240,45164.0,369.0,555.0
241,125754.0,345.0,587.0
242,182568.0,4711.0,7969.0
243,96677.0,444.0,1995.0
244,41712.0,53.0,190.0
245,210447.0,664.0,1183.0
246,166057.0,418.0,1953.0
247,48004.0,174.0,424.0
248,75211.0,381.0,922.0
249,203902.0,1585.0,2488.0
250,484849.0,664.0,3683.0
251,7768.0,178.0,306.0
252,42111.0,76.0,371.0
253,44538.0,162.0,363.0
254,12080.0,40.0,234.0
255,284620.0,285.0,2398.0
256,182246.0,4845.0,4793.0
257,50772.0,4280.0,3372.0
258,74114.0,4272.0,6993.0
259,78970.0,1336.0,3959.0
260,218999.0,408.0,2268.0
261,67308.0,108.0,925.0
262,131190.0,4852.0,4051.0
263,4870.0,94.0,222.0
264,47628.0,42.0,408.0
265,31198.0,76.0,348.0
266,44219.0,195.0,488.0
267,20132.0,61.0,146.0
268,19562.0,103.0,408.0
269,40113.0,211.0,1203.0
270,13933.0,48.0,91.0
271,173888.0,2193.0,7040.0
272,20326.0,31.0,288.0
273,40263.0,475.0,1130.0
274,13133.0,31.0,296.0
275,19433.0,148.0,398.0
276,6401.0,134.0,247.0
277,21147.0,142.0,637.0
278,63965.0,430.0,1642.0
279,40856.0,66.0,465.0
280,107832.0,658.0,1222.0
281,68778.0,3742.0,4582.0
282,190216.0,741.0,2955.0
283,9532.0,81.0,128.0
284,5523.0,24.0,257.0
285,216665.0,1542.0,3580.0
286,463127.0,1586.0,3247.0
287,133250.0,989.0,1285.0
288,347262.0,1554.0,2679.0
289,19691.0,108.0,135.0
290,42103.0,78.0,229.0
291,327016.0,1534.0,3402.0
292,6853.0,137.0,481.0
293,45330.0,123.0,347.0
294,235993.0,897.0,2428.0
295,11505.0,82.0,70.0
296,17484.0,62.0,246.0
297,6834.0,41.0,275.0
298,7716.0,57.0,164.0
299,14865.0,195.0,235.0
300,71028.0,245.0,565.0
301,5939.0,134.0,233.0
302,78236.0,343.0,799.0
303,14925.0,89.0,181.0
304,119393.0,4473.0,6363.0
305,39785.0,206.0,1057.0
306,16136.0,57.0,178.0
307,176495.0,780.0,1973.0
308,31898.0,161.0,362.0
309,31656.0,183.0,184.0
310,33420.0,149.0,153.0
311,38372.0,321.0,1449.0
312,13144.0,172.0,297.0
313,448300.0,1168.0,2544.0
314,225777.0,276.0,2304.0
315,293271.0,407.0,2313.0
316,39806.0,35.0,488.0
317,48085.0,219.0,1280.0
318,113633.0,202.0,1174.0
319,53200.0,368.0,751.0
320,12622.0,63.0,139.0
321,23890.0,72.0,162.0
322,182336.0,668.0,1809.0
323,10534.0,54.0,121.0
324,10495.0,96.0,474.0
325,4893.0,61.0,222.0
326,29626.0,97.0,51.0
327,19541.0,195.0,332.0
328,46092.0,270.0,1500.0
329,5521.0,18.0,86.0
330,14083.0,138.0,488.0
331,37887.0,40.0,194.0
332,202123.0,1492.0,3936.0
333,41927.0,271.0,1746.0
334,63796.0,101.0,1693.0
335,20942.0,25.0,215.0
336,20675.0,60.0,137.0
337,49974.0,19.0,491.0
338,298534.0,802.0,1181.0
339,104004.0,720.0,2530.0
340,20693.0,82.0,241.0
341,149783.0,895.0,1751.0
342,359630.0,993.0,2891.0
343,83579.0,587.0,1083.0
344,211227.0,637.0,1889.0
345,129278.0,1405.0,3005.0
346,123528.0,450.0,1314.0
347,46336.0,266.0,538.0
348,51981.0,204.0,1290.0
349,19021.0,78.0,253.0
350,37197.0,109.0,429.0
351,184507.0,1285.0,7728.0
352,27957.0,11.0,284.0
353,177823.0,749.0,2852.0
354,9976.0,34.0,251.0
355,31142.0,27.0,387.0
356,17268.0,89.0,149.0
357,152168.0,1726.0,5151.0
358,94292.0,4174.0,3111.0
359,77405.0,268.0,1709.0
360,21808.0,110.0,145.0
361,145698.0,3061.0,5561.0
362,63325.0,528.0,1117.0
363,139003.0,347.0,855.0
364,10458.0,75.0,263.0
365,150132.0,1382.0,5743.0
366,24078.0,39.0,194.0
367,26280.0,112.0,171.0
368,19975.0,63.0,187.0
369,68257.0,542.0,588.0
370,297313.0,309.0,2390.0
371,24922.0,95.0,390.0
372,101164.0,4275.0,5619.0
373,331355.0,911.0,1238.0
374,55170.0,318.0,1102.0
375,15200.0,77.0,128.0
376,42434.0,137.0,128.0
377,9592.0,61.0,220.0
378,76630.0,569.0,1991.0
379,21332.0,199.0,279.0
380,3684.0,58.0,289.0
381,117505.0,528.0,1845.0
382,163424.0,2390.0,5989.0
383,15297.0,41.0,80.0
384,11859.0,199.0,471.0
385,42891.0,109.0,349.0
386,40456.0,174.0,343.0
387,163722.0,595.0,1353.0
388,89467.0,2441.0,2526.0
389,201836.0,444.0,1794.0
390,191358.0,4493.0,2971.0
391,298785.0,1988.0,3554.0
392,95127.0,378.0,1310.0
393,35344.0,111.0,389.0
394,40551.0,68.0,132.0
395,2641.0,20.0,106.0
396,18045.0,94.0,194.0
397,225491.0,1410.0,1418.0
398,431733.0,976.0,3858.0
399,158550.0,1051.0,1205.0
